Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
março de 2026,Pausada,DIA DOS PAIS,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,894447586,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,DIA DOS PAIS,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,894447586,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,DIA DOS PAIS,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,894447586,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,DIA DOS PAIS,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,894447586,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Tênis Raster - Family,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887572973,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,PANQUECA DA NONA - SUZETTE,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,887503160,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,PÃO COM BOLINHO - DON KEBAB,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881877510,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,SAPATÊNIS FULLBACK - MEU PÉ,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,881425343,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,TÊNIS PUMA,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,875016893,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,MARIA AÇAÍ - SABORES DO INVERNO,"62,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,873619834,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CIRCO DE DIVERSÕES,"40,00", --,Diário,BRL,Pausado,campanha pausada,871474943,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,COLETE PASSIONE,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,863323860,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,REI DO CHOCOLATE - TAÇA BIS,"14,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,862293349,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Cine Cincão Piratas do Caribe,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,860307311,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Massa Phenix Grill,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,856497318,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CONJ PELUCIADO NILSEA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,854319040,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,VESTIDOS NOELA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,849039972,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,SOPA ENERGIA TROPICAL,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,847886395,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,BOLSA + CARTEIRA SOYLA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843525576,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,CREPERIA SUZETTE,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,843513300,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,COLETE MASCULINO OFL,"84,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836697597,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,NHOQUE GRATINADO DINA PIZZA,"110,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,836117482,Display,CPM visível,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
