"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio",Início,"Data da última edição",Término,Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Frequência,"Cliques no link únicos","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino"
2026-07-01,2026-07-21,"VD01 Autojans Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Auto Trade Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 City Motors Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Pittbull Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD02 Procurando Seminovo?",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,12,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD06 Seminovo que não encontra na sua região",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,10,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Leon Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD10 Polo Toso - Ofertas 07/07 - 21/07",inactive,2026-06-29,2026-07-20,Contínuo,,,,100,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 Tipave Institucional",not_delivering,2026-07-15,2026-07-17,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD02 Atual --- Ofertas 21/07 - 07/08",active,2026-07-21,2026-07-21,Contínuo,,,,40,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD09 Massa --- Ofertas 21/07 - 07/08",active,2026-07-21,2026-07-21,Contínuo,,,,40,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Carrossel 1",inactive,2026-05-14,2026-06-03,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD03 Seleção ALV",inactive,2026-05-12,2026-06-02,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VAD01 Seleção ALV",inactive,2026-05-14,2026-06-02,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD03 Seleção ALV",inactive,2026-05-14,2026-06-02,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"NOVO AD02 Seleção ALV — Cópia",not_delivering,2026-06-02,2026-06-09,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 Auto Power Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 Autojans Institucional",not_delivering,2026-06-29,2026-07-17,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Toso Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Jairauto Institucional",not_delivering,2026-06-29,2026-06-29,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD04 Do hatch ao SUV",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,12,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD02 Seu carro esta aqui V2",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,10,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD07 Não importa a região PR",inactive,2026-06-29,2026-07-02,Contínuo,0,reach,,10,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD05 Equinox Tipave - Ofertas 07/07 - 21/07",inactive,2026-06-29,2026-07-20,Contínuo,,,,100,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD06 March CP - Ofertas 07/07 - 21/07",inactive,2026-06-29,2026-07-20,Contínuo,,,,100,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Tipave Institucional",not_delivering,2026-07-15,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"VD01 Carros Premium Institucional",not_delivering,2026-07-16,2026-07-16,Contínuo,,,,179,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"AD01 Carros Premium Institucional",not_delivering,2026-07-16,2026-07-17,Contínuo,,,,179,Diário,0,0,0,0,,,,0,
