Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,CTR,CPC méd.,Pontuação de otimização,Tipo de estratégia de lances,Cliques,Taxa de conv.,Conversões,Custo / conv.,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),Taxa de rejeição (UA (Universal Analytics na sigla em inglês)),Duração média da sessão (segundos) (UA (Universal Analytics na sigla em inglês)),% de sessões novas (UA (Universal Analytics na sigla em inglês)),% de sessões engajadas (GA4),Eventos / sessão (GA4),Páginas / sessão (UA (Universal Analytics na sigla em inglês))
abril de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] Shopito / Carros,"20,00", --,Diário,BRL,Pausado,campanha pausada,899208470,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Carros Seminovos,"20,00", --,Diário,BRL,Removido,campanha removida,898661944,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[Display] - Shopito Slogan,"40,00", --,Diário,BRL,Pausado,campanha pausada,877268859,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão - Remarketing,"150,00", --,Diário,BRL,Removido,campanha removida,859242207,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão - Remarketing,"300,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,859238562,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Anúncios Dinâmicos,"15,00", --,Diário,BRL,Removido,campanha removida,859021367,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC otimizado,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão - Re,"150,00", --,Diário,BRL,Removido,campanha removida,858278149,Display,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão Junho 2017,"250,00", --,Diário,BRL,Removido,campanha removida,856218452,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão,"150,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,786157184,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Feirão - Display Gráfico,"130,00",Feirão - Display,Diário,BRL,Pausado,campanha pausada; campanha finalizada,785632981,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Simplifica,"50,00", --,Diário,BRL,Removido,campanha removida,399799343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirão Novembro,"100,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,248440343,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,Institucional Display,"20,00", --,Diário,BRL,Pausado,campanha pausada,224590103,Display,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Pausada,[L3FT] SCH_Brand,"93,47", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,224581703,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar as conversões,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Feirões,"200,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,134398583,Pesquisa,0,0,0, --,0,"0,00", --,0, --,CPC (otimizado),0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
janeiro de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
fevereiro de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
março de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
abril de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
maio de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
junho de 2026,Removida,Institucional Antiga,"40,00", --,Diário,BRL,Removido,campanha removida,127235663,Pesquisa,0,0,0, --,0,"0,00", --,0, --,Maximizar cliques,0,"0,00%","0,00","0,00", --, --, --,0, --, --,0,0
 --,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"41,07",1.843.009,270.425,"14,67%","0,28","75700,01","8,73%","0,47", --, --,160.873,"3,69%","9.965,26","7,60","10,27%","7,18%", --,0, --,"78,83%","18,55",0
 --,Total: Campanhas, --, --, --, --,BRL, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
 --,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
janeiro de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
fevereiro de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
março de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
abril de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
maio de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
junho de 2026,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
 --,Total: Campanhas, --, --, --, --, --, --,, --, --,0,0,0, --,0,0, --,0, --, --,0, --,0,0, --, --, --,0, --, --,0,0
janeiro de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"53,27",420.580,59.335,"14,11%","0,38","22402,93","9,50%","0,56", --, --,39.965,"4,66%","2.766,78","8,10","11,51%","7,72%", --,0, --,"80,67%","18,98",0
fevereiro de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"43,61",355.233,41.882,"11,79%","0,37","15490,32","8,07%","0,54", --, --,28.679,"4,69%","1.964,72","7,88",< 10%,"8,30%", --,0, --,"80,18%","17,49",0
março de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"34,14",277.485,53.311,"19,21%","0,18","9472,90","6,67%","0,51", --, --,18.521,"2,63%","1.401,50","6,76",< 10%,"16,55%", --,0, --,"77,45%","18,79",0
abril de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"35,41",337.147,42.866,"12,71%","0,28","11938,56","7,22%","0,49", --, --,24.340,"3,23%","1.385,90","8,61",< 10%,"3,11%", --,0, --,"74,29%","17,87",0
maio de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"34,18",216.158,38.277,"17,71%","0,19","7388,89","10,94%","0,31", --, --,23.657,"3,46%","1.326,05","5,57","10,43%","7,26%", --,0, --,"78,76%","19,16",0
junho de 2026,Total: Campanhas, --, --, --, --,BRL, --,, --, --,"38,10",236.406,34.754,"14,70%","0,26","9006,41","10,88%","0,35", --, --,25.711,"3,22%","1.120,31","8,04","10,29%","2,31%", --,0, --,"74,52%","16,93",0
,Total: Conta,,,,,BRL,,,,,"41,07",1.843.009,270.425,"14,67%","0,28","75700,01","8,73%","0,47",,,160.873,"3,69%","9.965,26","7,60","10,27%","7,18%", --,0, --,"78,83%","18,55",0
maio de 2026,Total: Conta,,,,,BRL,,,,,"34,18",216.158,38.277,"17,71%","0,19","7388,89","10,94%","0,31",,,23.657,"3,46%","1.326,05","5,57","10,43%","7,26%", --,0, --,"78,76%","19,16",0
março de 2026,Total: Conta,,,,,BRL,,,,,"34,14",277.485,53.311,"19,21%","0,18","9472,90","6,67%","0,51",,,18.521,"2,63%","1.401,50","6,76",< 10%,"16,55%", --,0, --,"77,45%","18,79",0
abril de 2026,Total: Conta,,,,,BRL,,,,,"35,41",337.147,42.866,"12,71%","0,28","11938,56","7,22%","0,49",,,24.340,"3,23%","1.385,90","8,61",< 10%,"3,11%", --,0, --,"74,29%","17,87",0
junho de 2026,Total: Conta,,,,,BRL,,,,,"38,10",236.406,34.754,"14,70%","0,26","9006,41","10,88%","0,35",,,25.711,"3,22%","1.120,31","8,04","10,29%","2,31%", --,0, --,"74,52%","16,93",0
janeiro de 2026,Total: Conta,,,,,BRL,,,,,"53,27",420.580,59.335,"14,11%","0,38","22402,93","9,50%","0,56",,,39.965,"4,66%","2.766,78","8,10","11,51%","7,72%", --,0, --,"80,67%","18,98",0
